car_name,model,mileage(Km),year,condition,price(₦)
Nissan,Altima,141939,2011,ForeignUsed,2832500
Toyota,Avalon,295438,2000,NigerianUsed,1130000
Toyota,Camry,249816,2009,ForeignUsed,3282500
Toyota,Highlander,138345,2012,ForeignUsed,7850000
Acura,Mdx,167458,2004,ForeignUsed,1914000
Ford,Expedition,133276,2006,NigerianUsed,1466000
Acura,Rdx,106384,2008,NigerianUsed,1932500
Kia,Optima,131045,2013,NigerianUsed,2945000
Nissan,Rogue,162211,2012,NigerianUsed,2922000
Honda,Accord,178425,2009,NigerianUsed,1690000
Toyota,Corolla,44604,2014,ForeignUsed,6506000
Volvo,Xc90,122771,2004,NigerianUsed,863500
Lexus,Is,130165,2008,ForeignUsed,3818000
Toyota,Corolla,146830,2005,NigerianUsed,1595000
Ford,Focus,125997,2012,NigerianUsed,1130000
Volkswagen,CC,14598,2015,NigerianUsed,5610000
Nissan,Armada,187670,2006,ForeignUsed,1802000
Toyota,Corolla,94523,2010,ForeignUsed,3350000
Chevrolet,Uplander,75538,2008,ForeignUsed,1145000
Nissan,Qashqai,69635,2013,NigerianUsed,2586000
Isuzu,Rodeo,157426,1998,NigerianUsed,751250
Kia,Cerato,121677,2005,NigerianUsed,695000
Toyota,Highlander,141654,2002,NigerianUsed,1522000
Toyota,Corolla,114937,2015,NigerianUsed,6170000
Honda,Pilot,151274,2007,ForeignUsed,2250000
Toyota,Rav4,135260,2007,NigerianUsed,3146000
Ford,Focus,89622,2014,NigerianUsed,1482500
Toyota,Camry,95067,2011,NigerianUsed,3370000
Kia,Optima,86583,2010,ForeignUsed,2586000
BMW,3,223655,2000,NigerianUsed,1634000
Lexus,Rx,114085,1999,NigerianUsed,1354000
Honda,Odyssey,129090,2009,ForeignUsed,2810000
Honda,Accord,122177,2014,NigerianUsed,6207500
Toyota,Rav4,75393,2010,ForeignUsed,6506000
Ford,Mondeo,180332,1997,NigerianUsed,357500
Nissan,Maxima,220976,2007,ForeignUsed,1347500
Toyota,Camry,87600,2008,NigerianUsed,2495000
Hyundai,Sonata,160724,2006,ForeignUsed,2250000
Volvo,S40,171708,2001,NigerianUsed,582500
Ford,Edge,135190,2008,NigerianUsed,1802000
Chevrolet,Equinox,7599,2012,NigerianUsed,7332500
Mitsubishi,Outlander,86283,2009,ForeignUsed,3146000
Hyundai,Accent,122601,2008,NigerianUsed,1018000
Nissan,Pathfinder,184996,2001,NigerianUsed,695000
Toyota,Corolla,164410,2009,ForeignUsed,3170000
Mitsubishi,L300,2293968,1994,NigerianUsed,1074000
Toyota,Avensis,172326,2004,ForeignUsed,1820000
Acura,Tl,178644,2005,NigerianUsed,1354000
Honda,Accord,177369,2003,ForeignUsed,1135000
Toyota,Avalon,122287,2011,ForeignUsed,4126250
Lexus,Gs,82451,2006,ForeignUsed,3773200
BMW,7,78075,2008,ForeignUsed,4171250
Toyota,Rav4,121504,2010,ForeignUsed,3370000
Toyota,Sienna,258451,2003,NigerianUsed,976250
Ford,Mustang,86796,2000,NigerianUsed,906000
Toyota,4Runner,149534,2004,NigerianUsed,807500
Hyundai,Accent,149511,2012,NigerianUsed,1932500
Hyundai,Accent,71854,2011,NigerianUsed,1932500
Peugeot,307,193826,2004,ForeignUsed,1763750
Mazda,Tribute,188695,2005,NigerianUsed,850000
Toyota,Hilux,122660,2012,NigerianUsed,5050000
Kia,Cerato,74169,2015,NigerianUsed,2250000
Jeep,Grand,259664,2000,NigerianUsed,738000
Kia,Optima,139498,2012,NigerianUsed,3057500
Toyota,Corolla,96305,2015,ForeignUsed,4970000
Toyota,Rav4,132384,2006,NigerianUsed,2270000
Mazda,6,162278,2003,NigerianUsed,626000
Honda,Civic,171854,2007,NigerianUsed,1690000
Mercedes-Benz,Ml350,85333,2011,ForeignUsed,4490000
Toyota,Tundra,113100,2007,NigerianUsed,6730000
Nissan,Altima,210271,2008,ForeignUsed,1572500
Toyota,Rav4,219528,2009,ForeignUsed,4070000
Toyota,HiAce,855883,2005,NigerianUsed,5532500
Nissan,Altima,255353,2003,NigerianUsed,794000
Toyota,Rav4,144419,2007,NigerianUsed,3160000
Pontiac,Montana,238746,2001,NigerianUsed,863750
Mitsubishi,L200,60005,2015,NigerianUsed,2474000
Acura,Mdx,143436,2002,NigerianUsed,1690000
Toyota,Corolla,151189,2005,NigerianUsed,1528750
Volvo,Xc90,261950,2005,NigerianUsed,906000
Toyota,4Runner,204360,1999,NigerianUsed,638750
GAC,GA,1884,2020,NigerianUsed,7895000
Mercedes-Benz,C300,230961,2008,NigerianUsed,2922000
Acura,Mdx,150689,2011,NigerianUsed,7850000
Land,Rover,249647,2002,NigerianUsed,1370000
Mercedes-Benz,Ml350,168826,2007,ForeignUsed,4070000
Land,Rover,153355,2001,NigerianUsed,794000
Mercedes-Benz,C280,328811,2006,NigerianUsed,1130000
Jeep,Cherokee,282072,1998,NigerianUsed,962000
Pontiac,Vibe,152984,2008,ForeignUsed,2776250
Toyota,Sienna,169326,2004,NigerianUsed,2810000
Mazda,Cx-7,160860,2008,ForeignUsed,2551250
Ford,Flex,107124,2010,ForeignUsed,4520000
Ford,Explorer,149,2019,New,27920000
Acura,Mdx,95465,2007,ForeignUsed,3620000
Peugeot,406,261624,2008,NigerianUsed,695000
Tata,407,372798,2014,NigerianUsed,3370000
Toyota,Rav4,92703,2009,ForeignUsed,4266000
Kia,Quoris,27281,2016,NigerianUsed,11260000
Toyota,Rav4,155957,2006,ForeignUsed,3272500
Mercedes-Benz,Ml350,146450,2008,NigerianUsed,3957500
Toyota,Venza,104550,2012,NigerianUsed,4490000
Kia,Sorento,142247,2005,ForeignUsed,2474000
Volkswagen,Passat,139618,2009,NigerianUsed,2067500
Toyota,Corolla,217208,2008,NigerianUsed,1707500
Chevrolet,Equinox,223028,2006,ForeignUsed,2157500
Mercedes-Benz,C230,128725,2005,ForeignUsed,1914000
Cadillac,Cts,147543,2012,ForeignUsed,5610000
Hyundai,Sonata,115144,2012,NigerianUsed,2026000
Land,Rover,134935,2005,NigerianUsed,1690000
Lexus,Rx,208912,2005,NigerianUsed,2270000
Toyota,Corolla,13993,2017,ForeignUsed,6730000
Mercedes-Benz,C200,191587,1997,NigerianUsed,1088750
Suzuki,Vitara,133841,2006,NigerianUsed,1634000
Volkswagen,Passat,1052,2011,ForeignUsed,2935000
Toyota,Highlander,1455,2019,ForeignUsed,30250000
Lexus,Es,180190,2007,ForeignUsed,4154000
Mercedes-Benz,C240,303436,2000,ForeignUsed,2270000
Toyota,Highlander,223346,2006,ForeignUsed,3930000
Lexus,Es,196350,2004,NigerianUsed,1917000
Toyota,Camry,102389,2012,ForeignUsed,4714000
Mercedes-Benz,E350,173113,2010,ForeignUsed,5610000
Mazda,Mpv,230900,2000,NigerianUsed,1032500
Toyota,Corolla,154305,2010,ForeignUsed,4042000
Honda,Accord,165486,2005,NigerianUsed,751250
Land,Rover,116707,2008,NigerianUsed,3930000
Toyota,Camry,75203,2007,NigerianUsed,1970000
Lincoln,Mkv,217749,2007,ForeignUsed,1922500
Toyota,Corolla,126608,1993,NigerianUsed,571250
Mercedes-Benz,A140,274011,2002,NigerianUsed,906000
Toyota,Camry,109980,2007,NigerianUsed,2270000
Toyota,Corolla,178198,2003,NigerianUsed,1370000
Toyota,Land,80554,2006,NigerianUsed,3930000
Mercedes-Benz,Cl500,145856,2006,ForeignUsed,2026000
Toyota,Avensis,154400,2004,NigerianUsed,1018000
Mercedes-Benz,R350,188550,2008,NigerianUsed,2250000
Toyota,Rav4,76752,2006,NigerianUsed,3930000
Toyota,Camry,48218,2012,NigerianUsed,3594000
Mitsubishi,Space,337469,1995,ForeignUsed,2045000
Mercedes-Benz,Ml350,219657,2006,NigerianUsed,2810000
Toyota,Camry,345084,2003,NigerianUsed,1032500
Peugeot,406,1,2001,NigerianUsed,738000
Nissan,Qashqai,60946,2013,NigerianUsed,1932500
Nissan,Pathfinder,103470,2004,NigerianUsed,570000
Lexus,Gx470,233996,2005,NigerianUsed,3146000
Hyundai,Sonata,81017,2014,ForeignUsed,3930000
Toyota,Rav4,161164,2011,ForeignUsed,3930000
Toyota,Camry,242178,2002,NigerianUsed,1032500
Toyota,Camry,95735,2012,ForeignUsed,4490000
Toyota,Camry,85373,2012,ForeignUsed,4650000
Toyota,Highlander,192414,2002,NigerianUsed,1370000
Mini,Cooper,127279,2002,NigerianUsed,1200000
Volkswagen,Jetta,35907,2015,ForeignUsed,5757500
Toyota,Camry,124129,2002,NigerianUsed,1242000
Toyota,Camry,85728,2014,NigerianUsed,3460000
Nissan,X-Trail,130367,2008,NigerianUsed,1595000
Mercedes-Benz,Gl550,115678,2009,NigerianUsed,3957500
Land,Rover,95749,2012,NigerianUsed,5645000
Lexus,Es,59092,2013,NigerianUsed,8410000
Nissan,Quest,999999,2004,NigerianUsed,807500
Chevrolet,Tracker,143280,2004,NigerianUsed,797500
Mercedes-Benz,G,102432,2003,NigerianUsed,6207500
Toyota,Camry,88555,2005,ForeignUsed,2157500
Lexus,Es,147544,2002,NigerianUsed,1914000
Hyundai,Sonata,221823,2012,ForeignUsed,3845000
Toyota,Corolla,126406,2009,ForeignUsed,2810000
MERCEDES,BENZ,79656,2002,NigerianUsed,1482500
Mercedes-Benz,Ml350,212301,2009,NigerianUsed,3385000
Acura,Mdx,228505,2002,NigerianUsed,1257500
Toyota,Sienna,211674,2007,NigerianUsed,2270000
Honda,Accord,119548,2010,ForeignUsed,4266000
Mercedes-Benz,Ml350,102351,2010,NigerianUsed,3395000
Mercedes-Benz,E350,98169,2010,ForeignUsed,5946000
Toyota,Camry,79380,2012,ForeignUsed,4295000
Toyota,Rav4,67198,2008,NigerianUsed,2101250
Pontiac,SALOON,33594,2007,NigerianUsed,2250000
Toyota,Sienna,36751,2004,NigerianUsed,1130000
Landrover,Range,128518,2009,NigerianUsed,4826000
Toyota,Venza,82991,2012,NigerianUsed,5498000
Mercedes-Benz,C200,289577,2001,NigerianUsed,863750
Lexus,Ls,124034,2007,ForeignUsed,3395000
Ford,Edge,198387,2010,ForeignUsed,3146000
Skoda,Octavia,56247,2014,NigerianUsed,3370000
Volkswagen,Passat,40029,2009,NigerianUsed,976250
Lexus,Gx,71648,2007,NigerianUsed,4490000
Toyota,Camry,152918,2008,ForeignUsed,2776250
Toyota,Land,105207,2001,NigerianUsed,2270000
Toyota,Camry,182144,2007,NigerianUsed,1802000
Mercedes-Benz,GLC,23112,2016,NigerianUsed,13520000
Nissan,Armada,93279,2004,NigerianUsed,1145000
Toyota,Highlander,196343,2012,NigerianUsed,5610000
Volkswagen,Passat,217871,1996,NigerianUsed,695000
Ford,Focus,162582,1999,NigerianUsed,695000
Honda,Pilot,129183,2004,NigerianUsed,920000
Nissan,Maxima,94455,2006,NigerianUsed,1707500
Toyota,Camry,260866,2001,NigerianUsed,695000
Hyundai,Sonata,51564,2014,NigerianUsed,4490000
Honda,Pilot,64183,2012,NigerianUsed,4295000
Toyota,Venza,153819,2013,ForeignUsed,6954000
Volkswagen,Golf,208532,2009,NigerianUsed,570000
Nissan,Almera,249095,2000,NigerianUsed,807500
Toyota,Corolla,238939,2010,NigerianUsed,2922000
Toyota,Avalon,159570,2002,NigerianUsed,1370000
Nissan,Xterra,155004,2007,NigerianUsed,863750
Land,Rover,243566,2006,NigerianUsed,2530000
Nissan,Altima,99912,2006,NigerianUsed,910000
Kia,Sportage,243740,2009,NigerianUsed,987500
Kia,Rio,198296,2009,NigerianUsed,807500
Audi,A4,163534,2000,NigerianUsed,682000
Ford,Edge,55370,2011,NigerianUsed,3732500
Toyota,Camry,233687,2002,NigerianUsed,1354000
Nissan,Armada,120765,2004,NigerianUsed,1130000
Toyota,Land,2292,2020,NigerianUsed,33770000
Honda,Accord,9080,2001,NigerianUsed,470000
Lexus,Es,86026,2011,ForeignUsed,4826000
Acura,Tl,123040,2003,NigerianUsed,570000
Acura,Mdx,67274,2007,NigerianUsed,2495000
Nissan,X-Trail,190887,1996,NigerianUsed,976250
Hyundai,Santa,201636,2004,NigerianUsed,906000
Honda,Pilot,117736,2003,NigerianUsed,976250
Toyota,Highlander,232588,2002,ForeignUsed,2698000
Kia,Sorento,147370,2006,ForeignUsed,2045000
Hyundai,Elantra,90828,2006,NigerianUsed,526250
Honda,Cr-V,183516,1998,NigerianUsed,682000
Ford,Edge,101171,2007,NigerianUsed,2250000
Toyota,Matrix,126255,2004,NigerianUsed,1466000
Honda,Accord,103850,2005,NigerianUsed,751250
Toyota,Rav4,136785,2002,NigerianUsed,695000
Toyota,Sienna,140995,2011,ForeignUsed,4520000
Stallion,Force,1,2015,NigerianUsed,1690000
Ford,Edge,138185,2012,ForeignUsed,4378000
Honda,Civic,96380,2002,NigerianUsed,738000
Subaru,Outback,220178,2006,NigerianUsed,1088750
Nissan,Primera,226132,2005,NigerianUsed,738000
Land,Rover,20180,2009,NigerianUsed,5610000
Toyota,Land,113996,2003,NigerianUsed,2045000
Honda,Accord,284493,2000,NigerianUsed,458000
Toyota,Corolla,132171,2013,NigerianUsed,2250000
Volkswagen,Passat,43972,2012,NigerianUsed,2270000
Toyota,Highlander,158967,2004,ForeignUsed,3170000
Toyota,Yaris,88167,2006,ForeignUsed,1932500
Nissan,Armada,52194,2004,NigerianUsed,2270000
Toyota,Camry,112261,2010,ForeignUsed,3370000
Nissan,Murano,243953,2005,NigerianUsed,906000
Toyota,Corolla,97722,2009,NigerianUsed,2250000
Toyota,Highlander,175325,2008,ForeignUsed,5610000
Honda,Accord,76222,2010,NigerianUsed,1690000
Mercedes-Benz,C240,114234,2005,ForeignUsed,1595000
Mercedes-Benz,C240,115355,2001,NigerianUsed,1482500
Toyota,Corolla,42214,2015,ForeignUsed,6170000
Toyota,Rav4,144637,2006,NigerianUsed,1876250
Land,Rover,58180,2006,NigerianUsed,2832500
Hummer,H3,64593,2006,NigerianUsed,4266000
Renault,Megane,298958,2002,NigerianUsed,514000
Land,Rover,76760,2006,NigerianUsed,2270000
Honda,Civic,322325,2006,NigerianUsed,751250
Toyota,Highlander,90161,2009,ForeignUsed,6170000
Mercedes-Benz,C180,808108,2002,NigerianUsed,1370000
Nissan,Primera,156701,2000,NigerianUsed,626000
Mercedes-Benz,E350,41600,2011,ForeignUsed,6170000
Hyundai,Santa,83508,2016,NigerianUsed,5610000
Volkswagen,Jetta,152411,2007,ForeignUsed,1360000
Lexus,Is,132521,2007,NigerianUsed,2026000
Ford,Mondeo,145824,2001,ForeignUsed,1191250
Honda,Pilot,49766,2012,NigerianUsed,5082500
Toyota,Sienna,60579,2011,ForeignUsed,6207500
Mazda,626,57869,1999,NigerianUsed,334800
Toyota,Highlander,181394,2006,NigerianUsed,1595000
Toyota,Avanza,71475,2007,NigerianUsed,1354000
Daihatsu,MOVE,27810,2000,NigerianUsed,1018000
Toyota,Camry,84755,2004,ForeignUsed,2270000
Mercedes-Benz,C300,107411,2008,NigerianUsed,2495000
Honda,Civic,249266,2007,ForeignUsed,1585000
Mercedes-Benz,C300,140592,2011,NigerianUsed,3395000
Lexus,Es,109160,2008,NigerianUsed,2607500
Toyota,Corolla,70782,2014,NigerianUsed,3146000
Honda,Accord,105320,2008,ForeignUsed,2607500
Suzuki,Kizashi,151847,2010,ForeignUsed,4266000
Land,Rover,25098,2017,NigerianUsed,18020000
Infiniti,Qx,155906,2001,NigerianUsed,582500
Lexus,Rx,367504,1999,NigerianUsed,1257500
Toyota,Tundra,75228,2008,NigerianUsed,6770000
Mercedes-Benz,C230,128712,2005,ForeignUsed,2495000
Honda,Pilot,81223,2009,NigerianUsed,3395000
Kia,Rio,37549,2018,NigerianUsed,3202000
Mercedes-Benz,Ml350,146507,2006,NigerianUsed,2810000
Toyota,Camry,330844,2003,NigerianUsed,1242000
Mercedes-Benz,Ml350,120229,2006,NigerianUsed,2270000
Toyota,Highlander,145970,2008,NigerianUsed,3930000
Rover,600,240133,1999,NigerianUsed,346000
Toyota,Camry,228668,2004,NigerianUsed,1482500
Toyota,Camry,92318,2013,NigerianUsed,5274000
Acura,Mdx,195122,2007,NigerianUsed,2586000
Honda,Pilot,186729,2005,NigerianUsed,1802000
Mitsubishi,Outlander,217852,2007,ForeignUsed,2474000
Toyota,Corolla,88996,2015,ForeignUsed,4042000
Hyundai,Elantra,268207,2008,NigerianUsed,1201250
Toyota,RAV4,122924,2007,NigerianUsed,2250000
Ford,Edge,110619,2013,ForeignUsed,4378000
Nissan,X-Trail,116592,2009,NigerianUsed,627500
Lexus,Es,81341,2007,ForeignUsed,2382500
Peugeot,607,50278,2004,ForeignUsed,2250000
Honda,Civic,107223,2008,NigerianUsed,738000
Honda,Pilot,245088,2004,NigerianUsed,1466000
Volkswagen,Jetta,239547,2007,NigerianUsed,794000
Mercedes-Benz,Ml550,105641,2008,NigerianUsed,2922000
Hyundai,Sonata,132247,2011,NigerianUsed,2250000
Toyota,Camry,155913,2003,NigerianUsed,1313750
Mercedes-Benz,E500,190826,2002,NigerianUsed,1690000
Ford,Edge,111996,2014,NigerianUsed,3370000
Nissan,Pathfinder,28203,2007,NigerianUsed,1707500
Acura,Tl,77865,2009,ForeignUsed,4295000
Ford,Edge,76902,2011,NigerianUsed,3930000
GAC,GS5,39874,2016,NigerianUsed,5645000
Acura,Mdx,126658,2005,ForeignUsed,2213750
Toyota,Solara,124075,2007,ForeignUsed,2270000
Land,Rover,88948,2012,NigerianUsed,6770000
Suzuki,XL7,214864,0,ForeignUsed,1130000
Ford,Fusion,180463,2009,NigerianUsed,2495000
Nissan,Pathfinder,151027,2005,NigerianUsed,1145000
Toyota,Sienna,238921,2002,NigerianUsed,1032500
Toyota,Camry,321220,2000,NigerianUsed,638750
Honda,Accord,110214,2006,NigerianUsed,1032500
Ford,Escape,91945,2013,ForeignUsed,5890000
Geely,CK,17384,2011,NigerianUsed,570000
Ford,Escape,338498,2004,NigerianUsed,638750
Honda,Accord,34788,2016,NigerianUsed,5050000
Toyota,Corolla,254429,2006,NigerianUsed,1707500
Mazda,3,127755,2010,NigerianUsed,2250000
Honda,Odyssey,226073,2001,NigerianUsed,695000
Acura,Mdx,128301,2009,NigerianUsed,2270000
Ford,Taurus,130089,2013,NigerianUsed,2720000
Mercedes-Benz,C300,51053,2015,ForeignUsed,12330000
Mercedes-Benz,Ml320,91088,1999,NigerianUsed,1707500
Mitsubishi,Pajero,162086,2008,NigerianUsed,2382500
Lexus,Rx,207809,2004,NigerianUsed,4042000
Pontiac,Vibe,213371,2004,ForeignUsed,1876250
Nissan,Primera,147161,2003,NigerianUsed,582500
Mercedes-Benz,Sprinter,6123,2014,ForeignUsed,21290000
Mitsubishi,L200,157584,2009,NigerianUsed,2698000
Toyota,Corolla,186590,2008,NigerianUsed,2157500
Mercedes-Benz,C180,309636,2002,NigerianUsed,906000
Peugeot,807,220372,2001,ForeignUsed,1914000
Mitsubishi,Lancer,136642,2008,NigerianUsed,1022500
Honda,Accord,215038,1998,NigerianUsed,460000
Honda,Pilot,198069,2005,NigerianUsed,1802000
Honda,Accord,137572,2005,NigerianUsed,906000
Isuzu,Rodeo,172385,2000,NigerianUsed,626000
Ford,Transit,217761,1999,NigerianUsed,1522000
Kia,Optima,158707,2012,ForeignUsed,3594000
Acura,Mdx,62591,2007,NigerianUsed,2586000
Peugeot,301,64220,2013,NigerianUsed,1690000
Toyota,Sienna,280287,1999,NigerianUsed,906000
Volkswagen,Jetta,142705,2007,NigerianUsed,1018000
Porsche,Cayenne,148559,2004,NigerianUsed,2698000
Toyota,Camry,147009,2004,NigerianUsed,1522000
Kia,Cerato,150102,2010,NigerianUsed,906000
Lexus,Rx,94563,2007,ForeignUsed,4826000
Toyota,4Runner,111545,2007,NigerianUsed,1690000
Lexus,Rx,126858,1999,NigerianUsed,1145000
Renault,Laguna,152082,2004,NigerianUsed,570000
Hyundai,Veloster,29211,2014,NigerianUsed,3594000
Toyota,Sequoia,209916,2001,NigerianUsed,1145000
Toyota,Camry,84297,2007,NigerianUsed,2082000
Toyota,Camry,80191,2003,NigerianUsed,1707500
Hyundai,Sonata,173531,2011,ForeignUsed,3057500
Toyota,Highlander,99451,2002,NigerianUsed,2157500
Toyota,Sienna,225843,2000,NigerianUsed,1578000
Volkswagen,Sharan,261009,2002,NigerianUsed,906000
Isuzu,Rodeo,73840,2002,NigerianUsed,685000
Honda,Accord,211384,2006,NigerianUsed,1145000
Toyota,Sienna,220352,2008,ForeignUsed,3113750
Land,Rover,41745,2012,NigerianUsed,8970000
Mercedes-Benz,Ml350,107505,2004,NigerianUsed,1690000
Kia,Rio,65121,2009,NigerianUsed,794000
Mitsubishi,Attrage,150807,2014,NigerianUsed,2474000
Toyota,Corolla,116482,2014,ForeignUsed,5307500
BMW,5,219228,2005,ForeignUsed,1914000
Hyundai,Sonata,172738,2011,ForeignUsed,3594000
Mercedes-Benz,C300,195499,2008,NigerianUsed,2382500
Nissan,Almera,89573,2012,NigerianUsed,1802000
Lexus,Es,58355,2007,NigerianUsed,2922000
Honda,Cr-V,97900,2016,ForeignUsed,9194000
Honda,Cr-V,136202,2007,NigerianUsed,1690000
Toyota,Corolla,90152,2016,ForeignUsed,5050000
Toyota,Camry,196060,2007,ForeignUsed,2922000
Ford,F-150,195542,2008,NigerianUsed,5050000
Mercedes-Benz,C300,314385,2008,NigerianUsed,3620000
Volkswagen,Passat,86851,1998,NigerianUsed,638750
Kia,Cerato,37869,2015,NigerianUsed,4520000
Volkswagen,Passat,143153,2010,ForeignUsed,3395000
Toyota,Sienna,123534,2004,NigerianUsed,1578000
Toyota,Highlander,22589,2011,NigerianUsed,5760000
Honda,Civic,141454,2008,NigerianUsed,1802000
Volkswagen,Touareg,11717,2008,NigerianUsed,2362000
Toyota,Corolla,143150,2004,ForeignUsed,2045000
Toyota,Camry,32639,2015,ForeignUsed,7626000
Mazda,626,232990,1995,NigerianUsed,413750
Honda,Accord,104068,2008,NigerianUsed,1707500
Mercedes-Benz,C300,136312,2008,ForeignUsed,3947500
Chrysler,Town,174161,2002,NigerianUsed,582500
Honda,Cr-V,208387,2005,ForeignUsed,1634000
Hyundai,Santa,213245,2004,NigerianUsed,976250
Nissan,Sentra,98650,2008,NigerianUsed,1354000
Honda,Accord,237903,1999,NigerianUsed,570000
Mercedes-Benz,E320,95310,1998,NigerianUsed,1360000
Toyota,Sienna,60269,2008,NigerianUsed,2045000
Honda,Civic,107736,2012,NigerianUsed,2810000
Mercedes-Benz,Gl450,37678,2007,NigerianUsed,3168400
Toyota,Avensis,147679,2005,NigerianUsed,1130000
Toyota,Corolla,59617,2014,ForeignUsed,5195000
Toyota,Avalon,205161,2000,NigerianUsed,863750
Volvo,Xc90,127559,2004,NigerianUsed,807500
Mercedes-Benz,Gl450,114254,2013,ForeignUsed,11832500
Mitsubishi,L400,177816,1998,NigerianUsed,1130000
Toyota,Sienna,104931,2017,NigerianUsed,6730000
Lexus,Es,112042,0,NigerianUsed,2250000
Toyota,Camry,65936,2009,NigerianUsed,2495000
Mercedes-Benz,E350,141968,2010,NigerianUsed,5610000
Ford,Edge,117753,2011,NigerianUsed,3930000
Toyota,Corolla,190273,2003,NigerianUsed,1578000
Acura,Tl,114780,2004,ForeignUsed,1354000
Kia,Sorento,57042,2012,NigerianUsed,2045000
Mazda,3,212814,2007,NigerianUsed,1707500
Honda,Accord,124011,2006,NigerianUsed,976250
Mazda,Cx-7,218967,2007,ForeignUsed,2270000
Toyota,Camry,107988,2012,NigerianUsed,3957500
Mercedes-Benz,C230,1,2004,ForeignUsed,1472500
Pontiac,Vibe,189092,2008,NigerianUsed,2213750
Toyota,Sienna,70987,2012,ForeignUsed,7850000
Ford,Ranger,94522,2015,NigerianUsed,5195000
Kia,Sorento,45016,2012,NigerianUsed,2270000
Toyota,Corolla,110126,2010,ForeignUsed,3090000
Kia,Sorento,191198,2005,NigerianUsed,962000
Ford,Explorer,121924,2011,NigerianUsed,3370000
Toyota,Camry,100955,2012,ForeignUsed,4745000
Toyota,HiAce,263551,2008,NigerianUsed,5050000
Jeep,Wrangler,82158,2010,NigerianUsed,5890000
Lincoln,Mks,247300,2007,ForeignUsed,3170000
Toyota,Highlander,156266,2010,NigerianUsed,4266000
Mercedes-Benz,S550,99499,2007,ForeignUsed,4520000
Honda,Accord,134811,2012,NigerianUsed,1538750
Lexus,Rx,75437,2008,NigerianUsed,3146000
Honda,Accord,194328,2008,NigerianUsed,1690000
Honda,Pilot,289585,2003,ForeignUsed,1707500
Honda,Cr-V,183803,2008,ForeignUsed,4266000
Lexus,Es,57143,2013,NigerianUsed,6800000
Toyota,Sienna,98725,2008,NigerianUsed,2586000
Toyota,Sequoia,166403,2002,NigerianUsed,1932500
Honda,Accord,110518,2010,NigerianUsed,2250000
Toyota,Corolla,104999,2009,NigerianUsed,2250000
Mercedes-Benz,C300,58254,2013,ForeignUsed,5645000
Kia,Mohave,51241,2014,NigerianUsed,3930000
Mercedes-Benz,E43,13405,2017,NigerianUsed,19145000
Toyota,Highlander,149895,2003,ForeignUsed,3034000
Hyundai,Sonata,236939,2007,NigerianUsed,1466000
Toyota,Sienna,152827,2002,NigerianUsed,807500
Toyota,Avalon,192003,2006,ForeignUsed,2474000
Mercedes-Benz,E350,51879,2014,NigerianUsed,9582500
Toyota,Tacoma,65570,2006,ForeignUsed,5050000
Toyota,Sienna,88187,2011,ForeignUsed,5870000
Toyota,Corolla,150548,2006,NigerianUsed,1595000
Volkswagen,Touareg,109478,2005,NigerianUsed,1130000
Subaru,Legacy,239589,2008,ForeignUsed,2607500
Ford,Freestyle,171010,2007,ForeignUsed,2045000
Toyota,Camry,47981,2018,ForeignUsed,19145000
Toyota,Corolla,152328,2014,NigerianUsed,4520000
Nissan,Maxima,139341,1999,NigerianUsed,402000
Volvo,V70,492513,2002,NigerianUsed,883600
Kia,Cerato,115188,2007,NigerianUsed,626000
Mercedes-Benz,S550,69847,2011,ForeignUsed,9020000
Ford,Edge,87349,2014,NigerianUsed,3146000
Toyota,Camry,76107,2012,ForeignUsed,4070000
Honda,Cr-V,212006,2001,NigerianUsed,695000
Toyota,Corolla,241993,2003,NigerianUsed,1634000
Toyota,Camry,164112,2002,NigerianUsed,1370000
Peugeot,406,275002,1998,NigerianUsed,738000
Mercedes-Benz,Ml350,154204,2005,NigerianUsed,1585000
Peugeot,607,248598,2002,NigerianUsed,906000
Nissan,Maxima,122330,2002,NigerianUsed,1032500
Renault,Duster,84117,2004,NigerianUsed,976250
Mitsubishi,L200,265678,2012,NigerianUsed,1595000
Lexus,Rx,135864,2000,ForeignUsed,2250000
Kia,Sorento,194379,2003,NigerianUsed,1032500
Toyota,Camry,206947,2005,ForeignUsed,2474000
Honda,Civic,151398,2003,NigerianUsed,794000
Toyota,Camry,323942,2011,NigerianUsed,2495000
Toyota,Highlander,185509,2001,NigerianUsed,1802000
Mitsubishi,Attrage,159674,2013,NigerianUsed,1257500
Acura,Tl,195729,2002,NigerianUsed,638750
Toyota,HiAce,162853,2009,NigerianUsed,3395000
Mercedes-Benz,Ml350,77764,2010,ForeignUsed,5610000
Land,Rover,171879,2006,ForeignUsed,5082500
Toyota,Sienna,96769,2011,ForeignUsed,5420000
Toyota,Hilux,194036,2007,NigerianUsed,4745000
Honda,Pilot,139819,2007,NigerianUsed,1482500
Honda,Odyssey,193976,2007,NigerianUsed,1145000
TOYOTA,Highlander,250231,2006,ForeignUsed,2382500
Kia,Sedona,170671,2004,NigerianUsed,582500
Toyota,Corolla,190922,2007,NigerianUsed,1876250
Toyota,Avalon,92587,2013,ForeignUsed,8457500
Mercedes-Benz,Ml350,185166,2012,ForeignUsed,10145000
Ford,Escape,153201,2010,ForeignUsed,3057500
Ford,Ranger,249590,2013,NigerianUsed,3370000
Mercedes-Benz,E320,52033,2003,NigerianUsed,1707500
