car_name,model,mileage(Km),year,condition,price(₦)
Suzuki,Every,156793,2002,NigerianUsed,962000
Lexus,Ls,111338,2007,NigerianUsed,2810000
Toyota,4Runner,125088,1999,NigerianUsed,582500
Mercedes-Benz,Gl450,88494,2007,NigerianUsed,3395000
Mercedes-Benz,E550,14196,2011,NigerianUsed,5050000
Toyota,Avensis,234584,2007,NigerianUsed,1370000
Nissan,Xterra,104142,2007,NigerianUsed,976250
Toyota,Sienna,235690,1998,NigerianUsed,841250
Toyota,4Runner,187211,2003,NigerianUsed,1257500
Toyota,Sienna,313939,2014,NigerianUsed,3620000
Honda,Odyssey,99788,2001,NigerianUsed,526250
Hyundai,Santa,185495,2001,NigerianUsed,582500
Toyota,Corolla,197610,2003,ForeignUsed,2698000
Toyota,Corolla,113719,2009,ForeignUsed,2810000
Toyota,Tacoma,46056,2017,ForeignUsed,22410000
Kia,Optima,30771,2015,NigerianUsed,3930000
Acura,Mdx,112803,2008,ForeignUsed,5050000
Acura,Rdx,109,2008,ForeignUsed,2810000
Toyota,Camry,134277,2009,NigerianUsed,1354000
Toyota,Land,210198,2001,NigerianUsed,833200
Mazda,Tribute,175990,2006,NigerianUsed,906000
Mercedes-Benz,C300,129816,2008,NigerianUsed,2382500
Lexus,CT,32096,2016,ForeignUsed,13450000
Hyundai,Elantra,155779,2007,NigerianUsed,1690000
Chevrolet,Express,167,2012,ForeignUsed,4490000
Toyota,Avensis,197439,2001,NigerianUsed,850000
Mitsubishi,Pajero,143414,2003,NigerianUsed,1145000
Mercedes-Benz,C300,170917,2009,ForeignUsed,4407500
Mercedes-Benz,C300,146891,2010,ForeignUsed,4210000
Audi,A6,97355,2006,NigerianUsed,1145000
Toyota,Corolla,147616,2009,ForeignUsed,3818000
Lexus,Es,205043,2003,ForeignUsed,2270000
BMW,7,188756,2003,NigerianUsed,2810000
Kia,Rio,76239,2014,NigerianUsed,1466000
Toyota,Matrix,235561,2004,NigerianUsed,1522000
Toyota,Corolla,148618,2002,NigerianUsed,592400
Toyota,Camry,419729,2005,ForeignUsed,2362000
Mercedes-Benz,E350,48701,2012,NigerianUsed,6207500
Honda,Odyssey,216052,2006,NigerianUsed,1100000
Toyota,Corolla,169180,2009,ForeignUsed,2832500
Toyota,4Runner,217713,1999,NigerianUsed,794000
Chevrolet,Equinox,209131,2006,NigerianUsed,1130000
Toyota,Highlander,85602,2006,NigerianUsed,3057500
Kia,Rio,118481,2011,NigerianUsed,751250
Pontiac,Vibe,213460,2004,NigerianUsed,1802000
Toyota,Sequoia,187533,2005,NigerianUsed,1242000
Toyota,Camry,102654,2008,NigerianUsed,2045000
Lexus,Gx470,107852,2005,NigerianUsed,2922000
Toyota,Sienna,115049,2011,ForeignUsed,5722000
Toyota,Highlander,168621,2004,NigerianUsed,1595000
Lexus,GS,191411,2007,ForeignUsed,3706000
Acura,Rdx,166360,2008,NigerianUsed,3594000
Toyota,Corolla,151069,2010,ForeignUsed,3115000
Infiniti,Qx,221179,2001,NigerianUsed,582500
Toyota,Tundra,116676,2005,ForeignUsed,5050000
Ford,Edge,6241,2019,NigerianUsed,10925000
Toyota,Fortuner,82404,2013,NigerianUsed,5645000
Toyota,Land,75105,2006,NigerianUsed,4042000
Lexus,Is,88840,2006,NigerianUsed,2810000
Toyota,Land,200049,2004,NigerianUsed,2586000
Volvo,Xc90,158532,2005,ForeignUsed,2474000
Toyota,Sienna,306899,2001,NigerianUsed,1690000
Toyota,Highlander,183618,2004,NigerianUsed,1820000
Toyota,Sequoia,96606,2004,NigerianUsed,1018000
Honda,Pilot,110130,2006,ForeignUsed,2832500
Toyota,Corolla,101212,2004,ForeignUsed,2157500
Mercedes-Benz,Ml500,262188,2003,NigerianUsed,1130000
Kia,Cerato,91579,2012,NigerianUsed,2270000
Toyota,Camry,153448,2015,ForeignUsed,5386000
Lexus,Rx,188027,2009,NigerianUsed,3113750
Honda,Accord,134742,2006,NigerianUsed,1145000
Ford,Ranger,167314,2012,NigerianUsed,3732500
BMW,X5,162812,2005,NigerianUsed,1022500
Hyundai,Elantra,74289,2014,NigerianUsed,2832500
Toyota,Corolla,275511,2006,NigerianUsed,863750
Honda,Accord,92234,2015,ForeignUsed,5420000
Lexus,Es,113346,2007,NigerianUsed,3957500
Lexus,Es,102119,2005,ForeignUsed,2945000
Nissan,Qashqai,48095,2013,NigerianUsed,2438750
BMW,3,207456,2007,ForeignUsed,3395000
Saturn,VUE,159324,2007,ForeignUsed,2101250
Hyundai,Sonata,146206,2011,ForeignUsed,2832500
Lexus,Rx,143810,1999,NigerianUsed,1191250
Toyota,Corolla,39936,2003,NigerianUsed,1426250
Toyota,Corolla,46343,2003,NigerianUsed,2495000
Ford,Edge,224799,2009,NigerianUsed,2250000
Honda,Accord,90062,2011,NigerianUsed,1482500
Bentley,Continental,92570,2006,ForeignUsed,13510000
Honda,Accord,181181,2009,ForeignUsed,2832500
Mercedes-Benz,R350,195219,2009,ForeignUsed,3385000
Mercedes-Benz,Ml350,190198,2002,NigerianUsed,572500
Audi,Q7,125758,2012,NigerianUsed,9582500
Honda,Accord,122632,2009,NigerianUsed,3845000
Land,Rover,60229,2006,NigerianUsed,2832500
Land,Rover,146207,2008,ForeignUsed,3160000
Toyota,Corolla,35498,2016,ForeignUsed,6432500
Jaguar,S-Type,132138,1999,NigerianUsed,920000
Lexus,Es,103295,2011,NigerianUsed,3395000
Toyota,Corolla,134789,2014,NigerianUsed,3957500
Toyota,Corolla,103696,2014,NigerianUsed,3957500
Ford,Escape,192120,2008,NigerianUsed,1482500
Toyota,Corolla,117793,2014,NigerianUsed,3957500
Toyota,4Runner,108194,2003,NigerianUsed,1932500
Nissan,Pathfinder,165828,2001,NigerianUsed,920000
Toyota,Rav4,112226,2007,ForeignUsed,3507500
Infiniti,Qx,176889,2003,NigerianUsed,797500
Toyota,HiAce,200932,2005,NigerianUsed,3395000
Hyundai,Creta,62275,2016,NigerianUsed,6207500
Kia,Cerato,8949,2019,NigerianUsed,8457500
Honda,Civic,82706,2012,NigerianUsed,2832500
Honda,Accord,117234,2003,NigerianUsed,695000
Ford,Escape,44655,2014,NigerianUsed,5645000
Honda,Pilot,173255,2008,NigerianUsed,1707500
Nissan,Maxima,326952,2001,NigerianUsed,582500
Ford,Escape,201082,2008,ForeignUsed,2607500
Toyota,Highlander,106334,2002,NigerianUsed,1707500
Mercedes-Benz,Gl550,74007,2008,NigerianUsed,3395000
Honda,Accord,92502,2008,NigerianUsed,1763750
Mazda,Cx-7,194538,2009,NigerianUsed,2270000
Mercedes-Benz,Ml500,82908,2006,NigerianUsed,2832500
Toyota,Highlander,126459,2003,ForeignUsed,3170000
Audi,A4,381801,2000,ForeignUsed,695000
Mazda,PRIMACY,288530,2000,NigerianUsed,807500
Honda,Pilot,79873,2007,ForeignUsed,1763750
Lexus,Rx,95268,1999,NigerianUsed,1370000
BMW,7,82742,2009,ForeignUsed,6770000
Land,Rover,65687,2008,NigerianUsed,4182500
Acura,Mdx,57429,2013,ForeignUsed,3957500
Mercedes-Benz,C350,77475,2009,NigerianUsed,3395000
Lexus,IS,130124,2016,NigerianUsed,11832500
BMW,X5,69211,2008,NigerianUsed,2822500
Mazda,Mpv,225720,2001,NigerianUsed,861625
Toyota,Camry,141048,2012,ForeignUsed,4520000
Acura,Mdx,76943,2012,NigerianUsed,3957500
Suzuki,Swift,38973,2012,NigerianUsed,2270000
Hyundai,Sonata,76696,2011,NigerianUsed,3226250
Lexus,Rx,97519,2001,NigerianUsed,1426250
Lexus,Rx,91297,2010,NigerianUsed,6095000
Toyota,Sienna,198003,2000,NigerianUsed,976250
Landrover,HSE,74345,2010,NigerianUsed,3395000
Toyota,Camry,83009,2012,NigerianUsed,3620000
Nissan,Pathfinder,234628,2000,NigerianUsed,807500
Mercedes-Benz,E200,166031,2002,NigerianUsed,920000
Toyota,Camry,146446,2007,NigerianUsed,2270000
Toyota,Sienna,207319,2005,NigerianUsed,2270000
Lexus,Gx470,212852,2004,ForeignUsed,3732500
Honda,Pilot,90164,2013,ForeignUsed,5070000
Mercedes-Benz,C240,194340,2005,ForeignUsed,3170000
Ford,Ranger,113588,2010,NigerianUsed,1932500
LEXUS,Rx,123130,2005,NigerianUsed,3395000
Nissan,Sunny,283212,2006,NigerianUsed,751250
Land,Rover,108321,2010,NigerianUsed,9020000
Honda,Accord,148309,2006,NigerianUsed,920000
Kia,Sorento,354888,2003,NigerianUsed,807500
Mercedes-Benz,Ml63,102118,2008,NigerianUsed,3957500
Nissan,Pathfinder,99267,2007,ForeignUsed,1820000
Hyundai,Elantra,104670,2008,ForeignUsed,1932500
Kia,Sedona,217825,2010,ForeignUsed,1707500
Ford,Windstar,176974,2003,ForeignUsed,1257500
Land,Rover,103699,2010,NigerianUsed,2832500
Honda,Accord,60729,2008,NigerianUsed,1497125
Honda,Accord,180438,1997,NigerianUsed,413750
Volkswagen,Passat,120733,2010,NigerianUsed,2270000
Mitsubishi,Pajero,198267,2011,NigerianUsed,3170000
Honda,Accord,132175,2008,NigerianUsed,1370000
Toyota,Corolla,85345,2009,NigerianUsed,2026000
Infiniti,G,89054,2005,ForeignUsed,1707500
Ssangyong,Actyon,130715,2006,NigerianUsed,582500
Toyota,Camry,72050,2012,ForeignUsed,4745000
Toyota,Matrix,139702,2009,NigerianUsed,2157500
Toyota,Corolla,174030,2014,ForeignUsed,5420000
Volvo,S60,999999,2002,NigerianUsed,863750
Mitsubishi,Montero,254406,2002,NigerianUsed,863750
Toyota,Camry,10444,2010,ForeignUsed,3620000
Volkswagen,Passat,141667,2001,ForeignUsed,1145000
Land,Rover,147190,2006,NigerianUsed,2270000
Toyota,Camry,101943,2009,NigerianUsed,1820000
Mercedes-Benz,R500,124488,2006,NigerianUsed,2270000
Ford,F-150,278269,1998,NigerianUsed,1707500
Hyundai,Sonata,274446,2011,NigerianUsed,2382500
Toyota,Camry,231684,2002,NigerianUsed,1088750
Lexus,Is,212577,2008,NigerianUsed,3001250
Toyota,Hilux,172299,2006,NigerianUsed,3957500
BMW,X5,109009,2006,NigerianUsed,2270000
Saturn,Outlook,195778,2007,NigerianUsed,1707500
Mercedes-Benz,C300,97044,2008,NigerianUsed,2270000
Toyota,Corolla,135532,2006,NigerianUsed,1763750
Mercedes-Benz,Gl450,109703,2007,NigerianUsed,5610000
Ford,Edge,132419,2007,ForeignUsed,2607500
Nissan,Pathfinder,119146,2006,NigerianUsed,1370000
Kia,Rio,29405,2016,NigerianUsed,3957500
Mercedes-Benz,Glk350,34932,2013,NigerianUsed,6545000
Toyota,Sienna,206040,1999,NigerianUsed,953750
Mercedes-Benz,C300,121816,2009,NigerianUsed,2607500
Mercedes-Benz,Sprinter,128877,2011,ForeignUsed,16332500
Toyota,Venza,105304,2009,NigerianUsed,4295000
Toyota,Sienna,315547,2012,NigerianUsed,4407500
Toyota,Land,157461,2011,NigerianUsed,12395000
Mercedes-Benz,C300,85870,2010,ForeignUsed,3282500
Land,Rover,125156,2010,NigerianUsed,6770000
Mazda,626,308478,1997,NigerianUsed,335000
Suzuki,Grand,109836,2014,NigerianUsed,1707500
Toyota,4Runner,39581,2017,ForeignUsed,15770000
BMW,X6,55890,2010,NigerianUsed,3957500
Bentley,Continental,64754,2005,NigerianUsed,16895000
Ford,Taurus,205321,2010,ForeignUsed,3282500
Honda,Odyssey,240008,2006,NigerianUsed,1145000
Toyota,Sienna,219443,2011,ForeignUsed,5645000
Toyota,Highlander,99446,2008,NigerianUsed,4182500
Toyota,Sienna,46522,2016,ForeignUsed,7895000
Mercedes-Benz,E350,103328,2011,NigerianUsed,4520000
Ford,Edge,165490,2007,NigerianUsed,1697500
Land,Rover,89498,2010,NigerianUsed,2210000
Toyota,Camry,54444,2016,ForeignUsed,6421250
GAC,GA3-S,68221,2016,NigerianUsed,1932500
Toyota,Sienna,83829,2011,ForeignUsed,4407500
Nissan,Versa,283061,2007,ForeignUsed,1505000
Toyota,Rav4,23447,2018,NigerianUsed,9582500
Toyota,Sienna,145657,2005,ForeignUsed,2607500
BMW,5,213394,2003,NigerianUsed,1370000
Toyota,Camry,213616,2000,NigerianUsed,807500
Toyota,Avalon,240109,2000,NigerianUsed,863750
Toyota,Camry,214352,2000,ForeignUsed,1347500
Toyota,Avensis,144891,2007,NigerianUsed,1370000
Mercedes-Benz,C280,223952,2006,NigerianUsed,1932500
Toyota,4Runner,135380,2008,NigerianUsed,2270000
Honda,Pilot,153159,2003,NigerianUsed,920000
Mercedes-Benz,E350,161294,2006,NigerianUsed,2832500
Mercedes-Benz,C350,148497,2008,ForeignUsed,4295000
Mitsubishi,SpaceStar,207359,1999,NigerianUsed,503750
Honda,Pilot,78123,2009,NigerianUsed,2270000
Pontiac,Vibe,166247,2004,ForeignUsed,2213750
Toyota,Corolla,23753,2009,NigerianUsed,2270000
Nissan,Pathfinder,53993,2011,NigerianUsed,2607500
Mercedes-Benz,Ml350,286603,2004,ForeignUsed,3507500
Lexus,Rx,175846,2007,NigerianUsed,3620000
Mitsubishi,Endeavor,231600,2005,ForeignUsed,1201250
Mercedes-Benz,R350,138357,2006,NigerianUsed,2210000
Toyota,Rav4,221807,2004,NigerianUsed,1257500
Toyota,Sienna,127520,2005,NigerianUsed,1763750
Toyota,Corolla,72010,2003,NigerianUsed,1482500
MG,550,67502,2014,NigerianUsed,1257500
Toyota,Venza,153859,2013,ForeignUsed,5420000
Honda,Accord,120343,2015,ForeignUsed,4520000
Volvo,V40,239376,2000,ForeignUsed,1145000
Lexus,Is,160920,2007,NigerianUsed,3395000
Toyota,Camry,199588,2002,NigerianUsed,1370000
Hyundai,Accent,110223,2009,NigerianUsed,582500
Toyota,Camry,108070,2007,NigerianUsed,2157500
Honda,Accord,280779,1999,NigerianUsed,526250
Nissan,Sunny,180591,2010,NigerianUsed,751250
Lexus,Rx,105277,2001,NigerianUsed,1145000
Toyota,Camry,71575,2017,ForeignUsed,6095000
Toyota,Camry,803,2020,ForeignUsed,22520000
Lexus,Es,164794,2005,ForeignUsed,2720000
Lexus,Es,133601,2008,NigerianUsed,4070000
Volkswagen,Passat,119983,2009,NigerianUsed,2269750
Toyota,Camry,545714,2007,ForeignUsed,2183500
Toyota,Corolla,68394,2009,NigerianUsed,2551250
Nissan,Sentra,6324,2018,ForeignUsed,8457500
Ford,Explorer,189005,2011,NigerianUsed,5645000
Nissan,Versa,107574,2007,ForeignUsed,1275000
Peugeot,206,99662,2004,NigerianUsed,605000
Nissan,Pathfinder,234122,2008,NigerianUsed,1476250
Kia,Sedona,139179,2009,ForeignUsed,1707500
Mercedes-Benz,C300,173200,2008,NigerianUsed,2885000
BMW,3,175337,2006,NigerianUsed,2310000
Mercedes-Benz,E320,149840,2005,ForeignUsed,2310000
Toyota,Highlander,119713,2005,NigerianUsed,2157500
Toyota,Rav4,82413,2014,NigerianUsed,5760000
Honda,Accord,97604,2010,ForeignUsed,2425000
Toyota,Camry,115381,2013,ForeignUsed,4035000
Toyota,Camry,249924,2008,ForeignUsed,2540000
Mercedes-Benz,E320,116446,2002,NigerianUsed,1505000
Audi,Q7,167999,2009,ForeignUsed,5185000
Toyota,Solara,124326,2008,NigerianUsed,1850000
Toyota,Corolla,153937,2004,ForeignUsed,2218000
Toyota,Hilux,167994,2007,NigerianUsed,2885000
Kia,Cerato,190862,2008,NigerianUsed,638750
Ford,Explorer,134208,2012,NigerianUsed,3395000
Peugeot,Expert,132549,2008,NigerianUsed,872500
Toyota,Sienna,80778,2012,ForeignUsed,6737500
Toyota,Camry,141520,2011,ForeignUsed,2945000
Peugeot,307,516806,2007,NigerianUsed,600000
Lexus,Rx,11558,2000,NigerianUsed,1648750
Ford,Edge,92787,2007,NigerianUsed,2832500
Peugeot,607,251183,2002,ForeignUsed,1505000
GAC,GS4,17483,2018,NigerianUsed,8060000
Fiat,FULLBACK,92,2019,New,11700000
Lexus,Lx,162441,2003,NigerianUsed,1160000
Peugeot,408,99510,2011,NigerianUsed,1620000
Toyota,Corolla,73773,2010,ForeignUsed,3200000
Mercedes-Benz,E350,140675,2012,ForeignUsed,6910000
Honda,Accord,11087,2002,NigerianUsed,700000
Hyundai,Elantra,231397,2009,ForeignUsed,1965000
Lexus,Es,293057,2004,ForeignUsed,2945000
Honda,Accord,123808,2008,NigerianUsed,1735000
Volkswagen,Passat,116443,2006,NigerianUsed,1275000
Lexus,Es,157485,2008,ForeignUsed,4070000
Ford,Explorer,21282,2002,ForeignUsed,2270000
JMC,NEW,8,2019,New,8500000
Honda,Ridgeline,233216,2008,NigerianUsed,1820000
Mitsubishi,Pajero,270490,2004,NigerianUsed,1850000
Toyota,Sequoia,101044,2008,NigerianUsed,5760000
Land,Rover,56561,2015,NigerianUsed,32210000
Toyota,Sequoia,173856,2004,NigerianUsed,1850000
Toyota,Venza,269345,2009,ForeignUsed,5760000
Toyota,Camry,166115,1999,ForeignUsed,1160000
Honda,Accord,148046,2006,NigerianUsed,805000
Toyota,Sienna,100155,2011,ForeignUsed,4955000
Toyota,Highlander,198669,2009,ForeignUsed,4745000
Nissan,Maxima,178924,1999,NigerianUsed,470000
Toyota,Corolla,108509,2013,ForeignUsed,5415000
Toyota,Highlander,109508,2005,NigerianUsed,2310000
Mitsubishi,SpaceStar,278212,2000,ForeignUsed,930000
Honda,Pilot,90175,2006,ForeignUsed,2045000
Toyota,Corolla,226127,2006,NigerianUsed,1620000
Mercedes-Benz,Gl450,7956,2007,ForeignUsed,4520000
Honda,Accord,205029,2015,ForeignUsed,6335000
Toyota,Corolla,153570,2008,NigerianUsed,1370000
Infiniti,G35,18346,2005,NigerianUsed,1482500
Nissan,Maxima,139938,2010,NigerianUsed,2080000
Nissan,Pathfinder,213079,2005,ForeignUsed,2080000
Toyota,Land,45919,2010,NigerianUsed,16110000
BMW,X5,102931,2007,NigerianUsed,2832500
Nissan,Altima,39170,2014,NigerianUsed,6335000
Toyota,Picnic,337593,1999,NigerianUsed,920000
Lexus,Rx,216431,1999,NigerianUsed,1145000
Volkswagen,Passat,51705,2015,NigerianUsed,4035000
Toyota,Rav4,40453,2018,ForeignUsed,11740000
Ford,Focus,155883,2000,NigerianUsed,470000
Toyota,Land,81572,2014,NigerianUsed,17260000
BMW,X5,51873,2010,NigerianUsed,4520000
Ford,Explorer,148103,2004,NigerianUsed,1427375
Lexus,Lx,58651,2008,NigerianUsed,11510000
Toyota,HiAce,424714,2010,NigerianUsed,3115000
Fiat,FULLBACK,54,2019,New,12500000
Mercedes-Benz,R350,120245,2007,ForeignUsed,1965000
Mercedes-Benz,E500,160663,2005,NigerianUsed,976250
Honda,Accord,235548,2003,NigerianUsed,757500
Ford,Focus,59417,2014,NigerianUsed,1390000
Jeep,Wrangler,68,2018,New,35000000
Nissan,Altima,112419,2011,ForeignUsed,1390000
Lexus,Gx,189692,2004,NigerianUsed,2885000
Ford,Focus,78201,2015,NigerianUsed,3460000
Toyota,Corolla,71461,2013,ForeignUsed,4150000
Toyota,Land,166643,1998,NigerianUsed,3000000
Toyota,Camry,85151,2015,ForeignUsed,6105000
Mercedes-Benz,GLA250,86671,2017,ForeignUsed,17260000
Kia,Rio,110100,2006,NigerianUsed,700000
Honda,Ridgeline,128091,2007,NigerianUsed,1620000
Mercedes-Benz,E350,191468,2009,ForeignUsed,3957500
Lexus,ES,118628,2005,NigerianUsed,2172000
Honda,Accord,231303,1990,NigerianUsed,245000
Honda,Accord,97423,2010,ForeignUsed,3575000
Honda,Odyssey,147033,2006,NigerianUsed,2607500
Nissan,Murano,165230,2007,NigerianUsed,1390000
Lexus,Gx,148673,2004,NigerianUsed,2607500
Jaguar,S-Type,253366,2001,NigerianUsed,815000
Hyundai,Santa,193206,2002,NigerianUsed,700000
Lexus,Rx,188677,2002,NigerianUsed,1505000
Fiat,ducato,319568,2004,NigerianUsed,1620000
BMW,X3,211744,2011,ForeignUsed,7140000
Acura,Mdx,220199,2006,NigerianUsed,1332500
Nissan,Armada,78005,2006,NigerianUsed,1735000
Lexus,Gx,132004,2003,NigerianUsed,2832500
Mitsubishi,L200,201577,2014,NigerianUsed,2885000
Lexus,Rx,194849,2006,NigerianUsed,2270000
Hyundai,Sonata,175201,2009,NigerianUsed,1595000
Lexus,Es,70006,2013,NigerianUsed,6770000
Toyota,4Runner,206641,1996,NigerianUsed,700000
Toyota,Camry,70403,2012,ForeignUsed,3957500
Toyota,Corolla,36185,2017,ForeignUsed,6910000
Chevrolet,Cruze,123,2018,New,11800000
Mercedes-Benz,GLE350,28427,2016,NigerianUsed,18410000
Lexus,Gs,88421,2007,NigerianUsed,2540000
Chrysler,Pacifica,164332,2006,NigerianUsed,1160000
Toyota,Land,55934,2007,NigerianUsed,11510000
Nissan,Almera,28041,2013,NigerianUsed,1505000
Lexus,ES,86198,2005,NigerianUsed,2080000
Toyota,4Runner,1,1999,NigerianUsed,863750
Volkswagen,Jetta,163110,2011,ForeignUsed,3460000
Mercedes-Benz,C300,350155,2008,NigerianUsed,2270000
Volvo,S60,184756,2012,ForeignUsed,3395000
Honda,Accord,265693,2004,NigerianUsed,930000
Toyota,Avalon,180243,2002,NigerianUsed,930000
Nissan,Pathfinder,202573,2004,NigerianUsed,1045000
Lexus,Es,90884,2007,NigerianUsed,2885000
Chevrolet,cobalt,143113,2007,NigerianUsed,976250
Toyota,Avensis,242859,2010,NigerianUsed,1965000
Peugeot,406,185478,1999,NigerianUsed,642500
Lexus,GS,341317,2002,ForeignUsed,1390000
Nissan,SENTRA,62937,2015,ForeignUsed,4150000
Lexus,Gx,142282,2004,NigerianUsed,2663750
Honda,Accord,263233,2005,ForeignUsed,1332500
Mercedes-Benz,Ml350,141950,2007,NigerianUsed,2540000
Toyota,Camry,322171,1998,NigerianUsed,757500
Mercedes-Benz,Gl450,88556,2007,NigerianUsed,3395000
Acura,Tl,105955,2012,NigerianUsed,2045000
Hyundai,Elantra,149990,2007,NigerianUsed,1160000
Toyota,Avalon,179437,2006,ForeignUsed,2712500
Toyota,Fj,86895,2007,NigerianUsed,5760000
Dodge,Caravan,94598,1997,NigerianUsed,4035000
Mercedes-Benz,Ml350,31955,2014,ForeignUsed,13520000
Lexus,Rx,95975,1999,NigerianUsed,1010500
Dodge,Durango,91,2019,New,32500000
Innoson,IVMG5,3005,2014,NigerianUsed,3460000
Hyundai,Ix35,29615,2013,NigerianUsed,2655000
Toyota,Sienna,118464,2000,NigerianUsed,1145000
Nissan,Maxima,225507,2008,NigerianUsed,1045000
Mitsubishi,Montero,118671,2003,NigerianUsed,930000
Toyota,Land,248496,2006,NigerianUsed,4182500
Honda,Accord,65188,2012,NigerianUsed,3028750
BMW,3,315718,2006,NigerianUsed,1932500
Volkswagen,Touareg,127711,2004,NigerianUsed,1160000
Hyundai,Genesis,198316,2010,NigerianUsed,2945000
Toyota,Sienna,87447,2011,ForeignUsed,4380000
Peugeot,307,194101,2002,NigerianUsed,757500
Mitsubishi,Outlander,125690,2014,ForeignUsed,4970000
Acura,Mdx,163438,2007,NigerianUsed,2310000
Mercedes-Benz,C350,64624,2009,NigerianUsed,2607500
Honda,Pilot,229225,2003,NigerianUsed,1390000
Toyota,HiAce,163387,2008,NigerianUsed,6335000
Infiniti,Qx56,86096,2004,NigerianUsed,3460000
Hyundai,Genesis,15279,2013,NigerianUsed,2310000
Hyundai,Ix35,10854,2012,NigerianUsed,3805000
Toyota,Avalon,112581,2008,ForeignUsed,2425000
Mercedes-Benz,Ml350,181647,2008,ForeignUsed,5185000
Porsche,Cayenne,149559,2004,NigerianUsed,2310000
Peugeot,406,245251,2000,NigerianUsed,723000
Toyota,Rav4,22121,2017,NigerianUsed,9210000
Saturn,AURA,182973,2007,NigerianUsed,2310000
Cadillac,Srx,46337,2011,NigerianUsed,6657500
Toyota,4Runner,183999,2004,ForeignUsed,3230000
Land,Rover,50064,2010,NigerianUsed,4295000
Volkswagen,CC,106058,2012,NigerianUsed,3460000
BMW,7,120967,2009,NigerianUsed,4610000
Kia,Sportage,26608,2015,NigerianUsed,5082500
Mazda,323,273552,1994,NigerianUsed,642500
Mercedes-Benz,G500,112334,2007,NigerianUsed,11510000
Toyota,Corolla,119642,2010,ForeignUsed,3115000
Toyota,Corolla,152647,2003,NigerianUsed,1257500
Hyundai,Sonata,127687,2013,ForeignUsed,4380000
Lexus,Es,128773,2006,NigerianUsed,2540000
Lexus,Rx,161898,2007,ForeignUsed,3920000
Toyota,Hilux,198370,2013,NigerianUsed,6910000
Toyota,Corolla,75216,2010,ForeignUsed,3200000
Mercedes-Benz,C250,153364,2013,ForeignUsed,4520000
Acura,Tl,102734,2007,NigerianUsed,1707500
Lexus,Es,283624,1999,NigerianUsed,987500
Mitsubishi,Lancer,75012,2011,NigerianUsed,1045000
Honda,Pilot,107395,2004,NigerianUsed,1562500
Nissan,Serena,230300,1996,NigerianUsed,1370000
Toyota,Hilux,152570,2014,NigerianUsed,11510000
Ford,Edge,45235,2011,ForeignUsed,4520000
Ford,F-150,205166,2005,ForeignUsed,3957500
Toyota,Corolla,69553,2010,ForeignUsed,3345000
Toyota,Avalon,245804,2006,NigerianUsed,1482500
Nissan,Versa,81674,2011,ForeignUsed,2270000
Infiniti,G,160154,2006,ForeignUsed,1370000
Dodge,Durango,128,2019,New,37530000
Lexus,Rx,26409,2015,NigerianUsed,6910000
Toyota,COROLLA,283385,2003,NigerianUsed,1447500
Skoda,Octavia,64440,2014,NigerianUsed,1697500
Hyundai,Accent,69460,2013,NigerianUsed,1651250
Land,Rover,173979,2008,NigerianUsed,2655000
Nissan,Pathfinder,81730,2008,NigerianUsed,1735000
Honda,Cr-V,117341,1998,NigerianUsed,585000
Toyota,Land,33327,2011,NigerianUsed,20710000
MG,350s,73557,2014,NigerianUsed,1820000
Citroen,BERLINGO,234477,2005,NigerianUsed,1257500
Honda,Odyssey,188875,2005,NigerianUsed,1735000
Lexus,Es,173290,2007,NigerianUsed,2760000
Volkswagen,Tiguan,127546,2010,ForeignUsed,3690000
Mercedes-Benz,Gl450,66491,2008,NigerianUsed,4610000
Toyota,Camry,161088,2006,NigerianUsed,1735000
Nissan,Almera,67887,2013,NigerianUsed,2310000
Seat,Cordoba,279649,1999,ForeignUsed,1275000
